"'Destytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: Linas Aidokas Kitas(-i): Gediminas Navickas","'Matematikos informatikos fakultetas Duomeny mokslo in skaitmeniniu technologiju institutas",
,

'Confidence Scores % (Table Cell)
"'67.18750000","'67.87109375",
"'57.71484375","'58.30078125",
