"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: Linas Aidokas Other(s): Gediminas Navickas","'Faculty of Mathematics and Informatics Institute of Data Science and Digital Technologies",
,

'Confidence Scores % (Table Cell)
"'88.57421875","'88.62304688",
"'65.33203125","'65.38085938",
