"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'Face-to-face","'5th semester","'Lithuanian",
,,

'Confidence Scores % (Table Cell)
"'92.43164063","'92.38281250","'92.23632813",
"'91.50390625","'91.45507813","'91.30859375",
