"'3. Kombinatorika Gretiniai, kéliniai ir deriniai. Kartotiniai gretiniai Matematine indukcija. Binominiai koeficientai. Fibonacci sekos. Generuojancios funkcijos.","'6","'","'","'6","'","'","'12","'12","'",
"'4. Tikimybiu teorija ir statistika Atsitiktiniai ivykiai ir dydziai. Tikimybes savoka. Skirstiniai: binominis, normalusis, Puasono. Statistinés charakteristikos: vidurkis, dispersija, aukstesniu eiliu momentai. Koreliacija ir kovariacija. Hipotezes ir eksperimentai. Pasikliautinieji intervalai.","'10","'","'","'10","'","'","'20","'15","'",
"'5. Matematine logika Bülio algebra. Teiginiu logika: teiginiai, teiginiu algebra, loginés operacijos. Predikatu logika: predikato savoka, kvantoriai, kateogiriniai teiginiai, veiksmai su santykiais. Algoritmy teorija.","'6","'","'","'6","'","'","'12","'12","'",
"'6. Pasiruosimas koliokviumui ir egzaminui","'","'2","'","'","'","'","'2","'8","'Literaturos kartojimas",
"'Is viso","'32","'2","'","'32","'","'","'66","'67","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'70.16601563","'69.92187500","'70.41015625","'70.55664063","'70.55664063","'70.84960938","'70.26367188","'70.99609375","'69.18945313","'57.66601563",
"'71.04492188","'70.80078125","'71.33789063","'71.48437500","'71.48437500","'71.72851563","'71.19140625","'71.87500000","'70.06835938","'57.66601563",
"'61.57226563","'61.32812500","'61.76757813","'61.91406250","'61.91406250","'62.15820313","'61.66992188","'62.25585938","'60.69335938","'57.66601563",
"'81.88476563","'81.59179688","'82.17773438","'82.32421875","'82.32421875","'82.66601563","'82.03125000","'82.86132813","'80.71289063","'81.78710938",
"'85.40039063","'85.10742188","'85.74218750","'85.88867188","'85.88867188","'86.23046875","'85.54687500","'86.42578125","'84.22851563","'85.35156250",
