"'Dalyko (modulio) pavadinimas","'Kodas",
"'Diskrecioji matematika informacinéms sistemoms","'",
,

'Confidence Scores % (Table Cell)
"'74.56054688","'71.77734375",
"'92.96875000","'89.45312500",
