"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'face-to-face","'2nd semester","'Lithuanian / English",
,,

'Confidence Scores % (Table Cell)
"'88.37890625","'89.69726563","'89.50195313",
"'90.57617188","'91.89453125","'91.74804688",
