"'Destytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: doc. dr. Povilas Treigys Kitas (-i): doc. dr. Kestutis Driaunys","'Matematikos ir informatikos fakultetas Duomeny mokslo ir skaitmeniniu technologiju institutas",
,

'Confidence Scores % (Table Cell)
"'85.00976563","'84.91210938",
"'59.71679688","'59.61914063",
