"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: Assoc Prof. Dr. Povilas Treigys Other(s): Assoc. Prof. Dr. Kestutis Driaunys","'Faculty of Mathematics and Informatics Institute of Data Science and Digital Technologies",
,

'Confidence Scores % (Table Cell)
"'90.08789063","'90.42968750",
"'74.80468750","'75.04882813",
