"'Dalyko (modulio) pavadinimas","'Kodas",
"'Duomenu baziu valdymo sistemos","'",
,

'Confidence Scores % (Table Cell)
"'53.90625000","'51.90429688",
"'93.40820313","'89.99023438",
