"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'face-to-face","'5th semester","'Lithuanian / English",
,,

'Confidence Scores % (Table Cell)
"'92.38281250","'92.48046875","'91.84570313",
"'90.47851563","'90.57617188","'89.94140625",
