"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: Dr. Asta Slotkiene Other(s): Dr. Ernestas Filatovas","'Faculty of Mathematics and Informatics Institute of Data Science and Digital Technologies",
,

'Confidence Scores % (Table Cell)
"'82.91015625","'82.86132813",
"'60.74218750","'60.69335938",
