"'Déstytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: dr. Asta Slotkiene Kitas (-i): dr. Ernestas Filatovas","'Matematikos in informatikos fakultetas Duomeny mokslo in skaitmeniniu technologiju institutas",
,

'Confidence Scores % (Table Cell)
"'90.03906250","'89.94140625",
"'59.37500000","'59.27734375",
