"'Dalyko (modulio) pavadinimas","'Kodas",
"'Informaciniu sistemy kürimo projektu valdymo metodikos","'",
,

'Confidence Scores % (Table Cell)
"'65.91796875","'63.86718750",
"'92.57812500","'89.64843750",
