"'Dalyko (modulio) pavadinimas","'Kodas",
"'Algoritmai ir duomenu struktüros","'",
,

'Confidence Scores % (Table Cell)
"'68.70117188","'66.21093750",
"'91.65039063","'88.28125000",
