"'Destytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: dr. Martynas Sabaliauskas Kitas (-i): Jelena Zubova","'Vilniaus universiteto Matematikos in informatikos fakultetas Akademijos g. 4 LT-08663 Vilnius",
,

'Confidence Scores % (Table Cell)
"'89.79492188","'89.99023438",
"'92.08984375","'92.28515625",
