"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: Marius Liutvinavicius Other(s): dr. Gintautas Tamulevicius","'Vilnius University Faculty of Mathematics and Informatics Akademijos str. 4 LT-08663 Vilnius",
,

'Confidence Scores % (Table Cell)
"'94.97070313","'94.09179688",
"'65.23437500","'64.59960938",
