"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'face-to-face","'1st semester","'Lithuanian",
,,

'Confidence Scores % (Table Cell)
"'91.89453125","'91.74804688","'92.08984375",
"'91.40625000","'91.21093750","'91.60156250",
