"'Déstytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: Marius Liutvinavicius Kitas (-i): dr. Gintautas Tamulevicius","'Vilniaus universiteto Matematikos in informatikos fakultetas Akademijos g. 4 LT-08663 Vilnius",
,

'Confidence Scores % (Table Cell)
"'91.84570313","'92.43164063",
"'92.91992188","'93.50585938",
