"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'face-to-face","'5th or 6th semester","'Lithuanian / English",
,,

'Confidence Scores % (Table Cell)
"'92.52929688","'92.62695313","'92.87109375",
"'91.01562500","'91.11328125","'91.35742188",
