"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: Prof. Habil. Dr. Gintautas Dzemyda Other(s): Dr. Jolita Bernataviciene","'Faculty of Mathematics and Informatics Institute of Data Science and Digital Technologies",
,

'Confidence Scores % (Table Cell)
"'88.42773438","'88.57421875",
"'64.50195313","'64.59960938",
