"'","'","'","'Kontaktinio","'darbo","'valandos","'","'","'","'Savarankisku studiju laikas in uzduotys",
"'Temos","'","'","'","'","'datari","'","'Visas datanse","'","'Uduotys",
"'1. Duomeny tyrybos bei masininio mokymosi galimybiy apzvalga","'4","'","'","'","'","'","'4","'6","'Mokslines literatüros",
"'2. Pagrindines duomenu statistinés charakteristikos","'2","'","'","'","'2","'","'4","'6","'skaitymas in analize,",
"'3. Pirminio duomenu apdorojimo metodai","'2","'","'","'","'4","'","'6","'6","'laboratoriniu darby atlikimas,",
"'4. Duomenu dimensijos mazinimo metodai in vizualizavimas (tiesioginio vizualizavimo metodai; projekcijos metodai: pagrindines komponentes, daugiamates skales, savireguliuojantys neuroniniai tinklai SOM, lokaliai tiesinis vaizdavimas)","'4","'","'","'","'4","'","'8","'19","'ataskaitu rengimas, pasiruosimas laboratoriniu darbu gynimui.",
"'5. Klasterizavimas (dalinimo, hierarchiniai in tankiu grindziami metodai; klasteriu skaiciaus ivertinimas; klasterizavimo kokybes vertinimas)","'5","'","'","'","'6","'","'11","'14","'",
"'6. Klasifikavimas (klasifikavimo metodai: sprendimy medziai, bajesinis klasifikatorius, tiesiné diskriminantiné analizè, k- artimiausiu kaimynu, atraminiu vektoriu masina; klasifikatoriaus kokybes vertinimas; klasifikatoriu palyginimas; klasifikatoriu ansambliai)","'5","'","'","'","'8","'","'13","'14","'",
"'7. Ivadas dirbtinius neuroninius tinklus (dirbtinis neuronas, vienasluoksnis in daugiasluoksnis perceptronas)","'2","'","'","'","'","'","'2","'20","'",
"'Is viso","'24","'","'","'","'24","'","'48","'85","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'96.87500000","'92.48046875","'92.48046875","'92.48046875","'92.48046875","'92.48046875","'92.48046875","'92.48046875","'91.55273438","'91.55273438",
"'96.87500000","'94.38476563","'96.48437500","'96.19140625","'95.31250000","'95.55664063","'95.50781250","'91.40625000","'93.60351563","'95.75195313",
"'85.35156250","'83.10546875","'84.96093750","'84.66796875","'83.93554688","'84.13085938","'84.08203125","'80.51757813","'82.42187500","'51.95312500",
"'91.35742188","'88.96484375","'90.91796875","'90.62500000","'89.84375000","'90.03906250","'89.99023438","'86.18164063","'88.18359375","'51.95312500",
"'89.20898438","'86.86523438","'88.76953125","'88.52539063","'87.69531250","'87.93945313","'87.89062500","'84.13085938","'86.13281250","'51.95312500",
"'94.87304688","'92.38281250","'94.43359375","'94.14062500","'93.26171875","'93.50585938","'93.45703125","'89.45312500","'91.60156250","'51.95312500",
"'92.52929688","'90.08789063","'92.08984375","'91.79687500","'90.96679688","'91.21093750","'91.16210938","'87.25585938","'89.30664063","'51.95312500",
"'96.92382813","'94.38476563","'96.48437500","'96.19140625","'95.31250000","'95.55664063","'95.50781250","'91.40625000","'93.60351563","'51.95312500",
"'93.45703125","'90.96679688","'92.96875000","'92.67578125","'91.84570313","'92.08984375","'92.04101563","'88.08593750","'90.18554688","'51.95312500",
"'91.74804688","'89.35546875","'91.30859375","'91.01562500","'90.23437500","'90.42968750","'90.38085938","'86.52343750","'88.57421875","'90.62500000",
