"'Destytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: prof. habil. dr. Gintautas Dzemyda Kitas (-i): dr. Jolita Bernataviciene","'Matematikos in informatikos fakultetas Duomeny mokslo in skaitmeniniu technologiju institutas",
,

'Confidence Scores % (Table Cell)
"'89.01367188","'89.45312500",
"'63.33007813","'63.67187500",
