"'","'",
"'Studiju pakopa","'Dalyko (modulio) tipas",
"'Pirmoji","'Privalomas",
,

'Confidence Scores % (Table Cell)
"'38.62304688","'84.76562500",
"'62.40234375","'84.76562500",
"'89.59960938","'90.96679688",
