"'Lecturer(s)","'Department(s) where the course unit (module) is delivered",
"'Coordinator: dr. Aleksandr Igumenov Other(s): ): prof. dr. Remigijus Paulavicius","'Faculty of Mathematics and Informatics Institute of Data Science and Digital Technologies",
,

'Confidence Scores % (Table Cell)
"'66.94335938","'66.79687500",
"'56.98242188","'56.83593750",
