"'Déstytojas (-ai)","'Padalinys (-iai)",
"'Koordinuojantis: dr. Aleksandr Igumenov Kitas (-i): prof. dr. Remigijus Paulavicius","'Matematikos in informatikos fakultetas Duomeny mokslo in skaitmeniniu technologiju institutas",
,

'Confidence Scores % (Table Cell)
"'91.01562500","'90.82031250",
"'54.78515625","'54.63867188",
