"'Mode of delivery","'Period when the course unit (module) is delivered","'Language(s) of instruction",
"'face-to-face","'2nd semester","'Lithuanian",
,,

'Confidence Scores % (Table Cell)
"'91.35742188","'91.35742188","'91.79687500",
"'91.65039063","'91.65039063","'92.04101563",
